index_name,index_id,turnover_perc,numholdings_,aum_index,dvol,competition,top3_issuer,spread_bps,d_OwnIndex
MSCI Canada,Canada,873.2697689,92.48207171,2248671155,76929365.58,1,0,4.723849887,0
MSCI Canada 100% Hedged to USD Index,MSCI Canada 100% Hedged to USD Index,101.9146216,7.383399209,26036632.61,196917.6188,0,0,39.61765756,0
MSCI Chile IMI 25-50 NR USD,MSCI Chile IMI 25-50 NR USD,733.8983279,35.88142292,426206413.6,12466831.84,0,0,14.54759397,0
MSCI China A International index,MSCI China A International index,166.2197382,474.1620553,419680025.6,2885609.074,0,0,28.94720843,0
MSCI China A International with CNH 100% Hedged to USD Index,MSCI China A International with CNH 100% Hedged to USD Index,103.3496584,176,1381776.215,5674.228025,0,0,19.35615328,0
MSCI China All Shares Health Care 10/40 Index,MSCI China All Shares Health Care 10/40 Index,635.1258809,103.0890688,84055539.23,1942304.026,0,0,54.47461307,0
MSCI China All Shares Index,MSCI China All Shares Index,152.7588022,270.2634831,17752169.9,129439.3209,1,0,31.0383553,0
MSCI China Communication Services 10/50 Index,MSCI China Communication Services 10/50 Index,121.7274144,39.46963563,18562201.71,95589.84223,0,0,149.8434564,0
MSCI China Consumer Staples 10/50 Index,MSCI China Consumer Staples 10/50 Index,623.4924048,54.45748988,10835875.28,224571.2267,0,0,92.40832262,0
MSCI China Health Care 10/50 Index,MSCI China Health Care 10/50 Index,596.1278825,84.17813765,7468778.026,160516.7784,0,0,122.1892857,0
MSCI China IMI Environment 10/40 Index,MSCI China IMI Environment 10/40 Index,697.9044179,42.27530364,10928816.64,576487.555,0,0,150.1157095,0
MSCI China Information Technology 10/50 Index,MSCI China Information Technology 10/50 Index,898.4459278,97.96761134,14766982.53,428855.4187,0,0,86.41668634,0
MSCI China NR USD,MSCI China NR USD,1357.792515,612.3478261,5632394763,299805561.1,0,0,4.212880179,0
MSCI China Real Estate 10/50 Index,MSCI China Real Estate 10/50 Index,664.6060757,51.04453441,8267300.586,164667.1182,0,0,81.5812584,0
MSCI China Small NR USD,MSCI China Small NR USD,315.3848558,265.1976285,46040766.51,593040.503,0,0,78.83111792,0
MSCI China Top 50 10/50 Index,MSCI China Top 50 10/50 Index,327.8675672,53.27530364,3547291.343,49517.20294,0,0,76.46135216,0
MSCI China Utilities 10/50 Index,MSCI China Utilities 10/50 Index,120.0609716,30.19433198,1405449.558,7231.240861,0,0,134.4878384,0
MSCI EAFE,EAFE,203.6228873,3961.876984,73941592243,567327182.8,1,1,2.568384188,0
MSCI EAFE 100% Hedged NR USD,MSCI EAFE 100% Hedged NR USD,204.2484371,655.4482515,3232310511,25516139.86,0,0,7.45758897,0
MSCI EAFE Adaptive Hedge to USD Index,MSCI EAFE Adaptive Hedge to USD Index,138.907911,34.35177866,6557083.511,51182.33822,0,0,22.53754232,0
MSCI EAFE Dividend Masters Index,MSCI EAFE Dividend Masters Index,104.0675366,132.0793651,123749167.5,507437.5034,0,0,35.26448508,0
MSCI EAFE ESG Select Index,MSCI EAFE ESG Select Index,199.5739536,492.9683794,2514640958,17517889.15,0,0,11.98715622,0
MSCI EAFE Growth NR USD,MSCI EAFE Growth NR USD,166.3777905,499.1541502,7098859818,49086948.88,0,0,8.237884648,0
MSCI EAFE High Dividend Yield U.S. Dollar Hedged Index,MSCI EAFE High Dividend Yield U.S. Dollar Hedged Index,198.1440403,142.4819277,441797791.8,3190138.572,0,0,30.37653739,0
MSCI EAFE IMI - Emerging Markets IMI 150/50 Return Spread Index,MSCI EAFE IMI - Emerging Markets IMI 150/50 Return Spread Index,72.92178117,9.722826087,8877138.603,29564.35856,0,0,34.56576355,0
MSCI EAFE Minimum Volatility NR USD,MSCI EAFE Minimum Volatility NR USD,186.4787537,298.027668,11019491068,81002114.28,0,0,5.105912437,0
MSCI EAFE NR USD,MSCI EAFE NR USD,918.1003935,937.0395257,50333081959,1822514907,0,0,1.632019644,0
MSCI EAFE Quality Mix Index,MSCI EAFE Quality Mix Index,236.3112225,694.3266932,377474419,3552729.897,0,1,43.35974364,0
MSCI EAFE Small Cap,EAFE Small Cap,214.3106733,2238.606734,5855368177,55757688.4,1,0,13.21504041,0
MSCI EAFE Small-Cap 100% Hedged to USD Index,MSCI EAFE Small-Cap 100% Hedged to USD Index,271.661643,81.46640316,47684166.97,495202.3778,0,0,17.1099409,0
MSCI EAFE Top 50 Dividend Index,MSCI EAFE Top 50 Dividend Index,203.2389417,57.81781377,9158198.613,96012.43263,0,0,48.77357976,0
MSCI EAFE Value NR USD,MSCI EAFE Value NR USD,315.6372331,555.4466403,5646086754,67518657.7,0,0,7.472822292,0
MSCI EM 100% Hedged to USD,MSCI EM 100% Hedged to USD,111.1802685,1495.056225,104489372.8,469621.3924,0,0,75.67412224,0
MSCI EM Equal Weighted NR USD,MSCI EM Equal Weighted NR USD,145.4531179,1038.354839,11875254.39,58511.34824,0,0,30.57706758,0
MSCI EM Extended ESG Leaders 5% Issuer Capped Net Index,MSCI EM Extended ESG Leaders 5% Issuer Capped Net Index,5.23139828,492.3486239,629917914.5,594484.2372,0,1,23.76013809,0
MSCI EM Minimum Volatility (USD) NR USD,MSCI EM Minimum Volatility (USD) NR USD,184.013219,385.5810277,4354574255,31880207.57,0,0,8.223255339,0
MSCI EM NR USD,MSCI EM NR USD,2429.727752,1297.667984,24292171502,2339679080,1,0,2.37018012,0
MSCI EM Small NR USD,MSCI EM Small NR USD,187.6153636,1313.023715,198365267.9,1594291.607,0,0,58.96587873,0
MSCI EMU 100% USD Hedged Index,MSCI EMU 100% USD Hedged Index,593.7088375,21.58893281,624088301.3,14048799.03,0,0,8.572705874,0
MSCI EMU IMI U.S. Dollar Hedged Index,MSCI EMU IMI U.S. Dollar Hedged Index,151.2589591,699.2008032,19497503.98,115020.0936,0,0,19.94594536,0
MSCI Emerg Markets Select Value Momentum Blend Index,MSCI Emerg Markets Select Value Momentum Blend Index,72.73032851,239.2806324,189165324.6,590728.5209,0,0,21.76399201,0
MSCI Emerging Markets,Emerging Markets,1347.158438,3191.565634,42239157974,1479791894,1,0.5,2.411068498,0
MSCI Emerging Markets 100% USD Hedged Index,MSCI Emerging Markets 100% USD Hedged Index,164.0235676,115.7905138,173252063.7,1116527,0,0,27.18750814,0
MSCI Emerging Markets Dividend Masters Index,MSCI Emerging Markets Dividend Masters Index,287.0205284,131.952381,23843792.49,289083.9944,0,0,57.19485449,0
MSCI Emerging Markets ESG Leaders Index,MSCI Emerging Markets ESG Leaders Index,182.179783,463.4939759,9618728.921,70414.52693,1,0,33.35432318,0
MSCI Emerging Markets ESG Select Index,MSCI Emerging Markets ESG Select Index,340.2179538,375.1501976,3372790045,44519401.74,0,0,11.36473146,0
MSCI Emerging Markets IMI - EAFE IMI 150/50 Return Spread Index,MSCI Emerging Markets IMI - EAFE IMI 150/50 Return Spread Index,126.6410351,8.635869565,8893459.04,100058.4818,0,0,28.91392619,0
MSCI Emerging Markets Quality Mix Index,MSCI Emerging Markets Quality Mix Index,122.7826699,1074.657371,161764461.6,815520.1004,0,1,52.72691892,0
MSCI Emerging Markets ex China Index,MSCI Emerging Markets ex China Index,212.0050963,431.5432942,31261417.45,405433.696,0,0.5,29.8150508,0
MSCI Europe Dividend Masters Index,MSCI Europe Dividend Masters Index,130.0700946,86.44047619,7969803.982,42870.26004,0,0,42.4028588,0
MSCI Europe Investable Market Index,MSCI Europe Investable Market Index,200.2458413,1003.988142,3579500939,27919962.86,0,0,8.708645859,0
MSCI Europe Minimum Volatility Index,MSCI Europe Minimum Volatility Index,367.5843396,179.4683544,29732050.36,443914.8374,0,0,22.4545462,0
MSCI Europe Small Cap Index,MSCI Europe Small Cap Index,133.3222765,987.1660079,127792815,646007.628,0,0,38.75760572,0
MSCI Europe US Dollar Hedged USD,MSCI Europe US Dollar Hedged USD,225.0018714,548.1004016,508167125.6,4767974.879,0,0,17.64209934,0
MSCI Europe/Financials NR USD,MSCI Europe/Financials NR USD,735.4015887,94.56521739,655601159,18656041.59,0,0,21.29004394,0
MSCI Eurozone,Eurozone,834.7383843,790.2221752,8403210972,225343681.5,1,0.5,2.980433913,0
MSCI France,France,545.961386,84.6823745,382792383,14647475.36,1,0,10.97677995,0
MSCI Frontier Markets 100 NR USD,MSCI Frontier Markets 100 NR USD,182.6609283,146.0197628,396477313.6,2846381.397,0,0,59.05293681,0
MSCI Germany,Germany,901.7516441,57.16756021,1171973613,75586940.47,1,0.5,21.02974445,0
MSCI Germany 100% Hedged NR USD,MSCI Germany 100% Hedged NR USD,1484.434334,20.28853755,92835568.29,4755594.625,0,0,12.42244526,0
MSCI Germany Hdg PR USD,MSCI Germany Hdg PR USD,39.9975607,84.35742972,15426582.02,23856.4636,0,0,33.2608281,0
MSCI Global China Infrastructure Exposure Index,MSCI Global China Infrastructure Exposure Index,108.1718911,133.3603239,8708800.364,42134.65074,0,0,23.42628435,0
MSCI Global Consumer Champions Index,MSCI Global Consumer Champions Index,,107.8475336,,125745.3185,0,0,32.43380754,0
MSCI Hong Kong,Hong Kong,1351.176171,70.93956275,715221167.3,74361076.6,1,0,16.02318116,0
MSCI Indonesia IMI NR USD,MSCI Indonesia IMI NR USD,1316.276634,82.41897233,331080516.9,17016953.93,0,0,8.83117987,0
MSCI Ireland Capped NR USD,MSCI Ireland Capped NR USD,182.9932398,32.69960474,53824544.91,410824.8195,0,0,31.0501403,0
MSCI Israel Capped NR USD,MSCI Israel Capped NR USD,210.0713186,85.52964427,108149058.2,937655.5352,0,0,64.57041498,0
MSCI Italy 25/50 100% Hedged to USD Index,MSCI Italy 25/50 100% Hedged to USD Index,221.5534983,6.537974684,1559278.5,14205.70629,0,0,86.53315768,0
MSCI Italy 25/50 NR USD,MSCI Italy 25/50 NR USD,2243.79245,31.26086957,215570237.9,18917706.29,0,0,9.416937042,0
MSCI Japan,Japan,1084.131629,325.7478632,10614964609,457954142.5,1,0,2.2242705,0
MSCI Japan 100% Hedged NR USD,MSCI Japan 100% Hedged NR USD,504.4700715,183.4738718,247405742.7,5163767.996,0,0,18.94836409,0
MSCI Japan Equal Weighted Index,MSCI Japan Equal Weighted Index,155.51706,317.9486166,6762606.286,43646.75649,0,1,19.18589098,0
MSCI Japan Minimum Volatility Index,MSCI Japan Minimum Volatility Index,731.5585599,164.6392405,23967717.17,677515.7969,0,0,17.7893243,0
MSCI Japan Small Cap NR USD,MSCI Japan Small Cap NR USD,268.1554672,979.2450593,68376808.04,763475.795,0,0,16.92294052,0
MSCI Japan Value Index,MSCI Japan Value Index,413.7340227,191.6719368,8470375.606,142683.6717,0,1,16.88825286,0
MSCI KLD 400 Social GR USD,MSCI KLD 400 Social GR USD,120.2785746,406.2134387,2034234774,9470154.464,0,0,6.357468466,0
MSCI Kokusai NR USD,MSCI Kokusai NR USD,99.40720699,1320.581028,150468780.8,589681.7542,0,0,41.22030477,0
MSCI Korea,Korea,868.2911698,127.3027638,2387417972,136146762.7,1,0,21.22754463,0
MSCI Latin America Pacific Alliance Capped Index,MSCI Latin America Pacific Alliance Capped Index,11.18126335,147.3821138,1934316.261,822.9202974,0,0,43.49772741,0
MSCI Malaysia NR USD,MSCI Malaysia NR USD,851.6459844,58.81818182,351597959.9,11789122.86,0,0,8.990505391,0
MSCI Mexico,Mexico,2019.635926,46.83118367,397625371,57128053.77,1,0,27.98755637,0
MSCI Mexico IMI 25/50 100% Hedged to USD Index,MSCI Mexico IMI 25/50 100% Hedged to USD Index,343.4190277,6.233201581,726625.698,9927.886356,0,0,44.49730309,0
MSCI Netherlands IMI NR USD,MSCI Netherlands IMI NR USD,961.3729969,61.37549407,202967219.1,7925629.581,0,0,18.73812653,0
MSCI New Zealand IMI 25/50 NR USD,MSCI New Zealand IMI 25/50 NR USD,430.9506124,32.64822134,150433377.5,2488341.217,0,0,38.02862901,0
MSCI Norway IMI 25/50 Index,MSCI Norway IMI 25/50 Index,451.3293598,65.3201581,21888543.76,448636.9364,1,0,41.42240833,0
MSCI OFI Revenue Weighted Emerging Markets Index,MSCI OFI Revenue Weighted Emerging Markets Index,81.82779091,1272.548387,12552515.73,40915.50552,0,0,23.86222231,0
MSCI OFI Revenue Weighted Global Index,MSCI OFI Revenue Weighted Global Index,50.23274282,1001,13671303.19,27446.9615,0,0,13.32260921,0
MSCI OFI Revenue Weighted International Index,MSCI OFI Revenue Weighted International Index,27.94131841,951.6774194,12722109.99,14070.31909,0,0,13.95184943,0
MSCI Pacific Ex Japan NR USD,MSCI Pacific Ex Japan NR USD,306.1568691,152.8181818,1865779914,22135479.5,0,0,7.984328703,0
MSCI Pacific Investable Market Index,MSCI Pacific Investable Market Index,124.0231694,830.715415,980440122.6,4713945.739,0,0,18.70834548,0
MSCI Philippines IMI NR USD,MSCI Philippines IMI NR USD,724.0957382,43.7826087,138700698.1,4097747.709,0,0,31.50618615,0
MSCI Poland IMI 25/50 NR USD,MSCI Poland IMI 25/50 NR USD,419.2312676,40.34782609,243213887,4066173.346,0,0,21.71209857,0
MSCI Russia,Russia,1804.776261,29.06007005,775819908.9,69972600.88,1,0,13.77009978,0
MSCI Saudi Arabia IMI 25/50 Index,MSCI Saudi Arabia IMI 25/50 Index,555.206648,119.6956522,576676663.3,12733104.08,0,0,22.51621345,0
MSCI Singapore NR USD,MSCI Singapore NR USD,965.5323458,28.54545455,503830886.8,19175066.94,0,0,6.976119161,0
MSCI South Africa,South Africa,956.7802295,58.21137549,158633886.6,10466389.47,1,0,33.21564516,0
MSCI South Korea 25/50 100% Hedged to USD Index,MSCI South Korea 25/50 100% Hedged to USD Index,576.8044134,8.481012658,2206632.726,46841.0314,0,0,34.99901419,0
MSCI Spain 25/50 100% Hedged to USD Index,MSCI Spain 25/50 100% Hedged to USD Index,133.115189,7.436708861,6129084.775,31798.69168,0,0,30.43667178,0
MSCI Spain 25/50 TR USD,MSCI Spain 25/50 TR USD,1261.009922,28.1027668,540547545.9,26383611.5,0,0,8.903057653,0
MSCI Sweden NR USD,MSCI Sweden NR USD,911.2266437,44.88142292,237696817.9,8142599.778,0,0,14.22358958,0
MSCI Switzerland,Switzerland,487.858374,48.84896333,755413198.5,21184014.16,1,0,17.06880183,0
MSCI Switzerland 25/50 100% Hedged to USD Index,MSCI Switzerland 25/50 100% Hedged to USD Index,104.2630634,7.46835443,9444736.898,36856.35568,0,0,24.93587795,0
MSCI Taiwan,Taiwan,738.8360763,97.42882286,2020563651,107697760.2,1,0,9.359920962,0
MSCI Thailand IMI 25-50 NR USD,MSCI Thailand IMI 25-50 NR USD,765.3090359,122.9644269,391280003.5,12024440.05,0,0,25.39848926,0
MSCI Turkey IMI NR USD,MSCI Turkey IMI NR USD,828.062275,47.67193676,237515499.9,7930165.691,0,0,19.42901208,0
MSCI UK,UK,733.2667524,114.8262996,1160251857,50668713.5,1,0,17.57447911,0
MSCI US Prime Market 750 NR USD,MSCI US Prime Market 750 NR USD,90.50703919,581.6126482,17754511151,59545613.69,0,1,5.190595674,0
MSCI US Prime Market Growth NR USD,MSCI US Prime Market Growth NR USD,105.4869435,274.1541502,55396368673,222099757.1,0,1,3.790851644,0
MSCI US Prime Market Value NR USD,MSCI US Prime Market Value NR USD,130.3813322,339.8498024,51435756485,258881924.8,0,1,3.71804216,0
MSCI US Small Cap 1750 NR USD,MSCI US Small Cap 1750 NR USD,141.306249,1370.272727,28185414990,148895977,0,1,4.994938767,0
MSCI US Small Cap Growth NR USD,MSCI US Small Cap Growth NR USD,125.4507345,589.8458498,10643740467,49519347.41,0,1,7.752119213,0
MSCI US Small Cap Value NR USD,MSCI US Small Cap Value NR USD,146.4507991,875.0711462,13501825264,73524787.22,0,1,6.433518079,0
MSCI USA Cyclical Sectors  USA Defensive Sectors 150/50 Return Spread Index,MSCI USA Cyclical Sectors  USA Defensive Sectors 150/50 Return Spread Index,170.9190268,473.0271739,14277172.58,96866.91089,0,0,24.96434631,0
MSCI USA Defensive Sectors  USA Cyclical Sectors 150/50 Return Spread Index,MSCI USA Defensive Sectors  USA Cyclical Sectors 150/50 Return Spread Index,90.25864348,181.125,9161022.96,33795.30502,0,0,30.29474531,0
MSCI USA Diversified Multi-Factor Index,MSCI USA Diversified Multi-Factor Index,195.6705806,155.3557312,829213984,6229018.828,0,0,8.592445882,0
MSCI USA ESG Focus Index,MSCI USA ESG Focus Index,248.9807115,336.3320158,7393626153,67789184.98,0,0,8.124950402,0
MSCI USA ESG Leaders Index,MSCI USA ESG Leaders Index,38.6314841,305.0160643,2187056755,3769643.093,0,0,17.742272,0
MSCI USA ESG Universal Top - Bottom 150/50 Return Spread Index,MSCI USA ESG Universal Top - Bottom 150/50 Return Spread Index,69.10745449,109.3215859,11617839.52,35208.33259,0,0,22.27968131,0
MSCI USA Extended ESG Leaders Index,MSCI USA Extended ESG Leaders Index,41.16288174,299.4505929,2228120788,3688083.66,0,1,12.39165816,0
MSCI USA Extended ESG Select Index,MSCI USA Extended ESG Select Index,153.7092999,144.9920949,1546945266,9123003.708,0,1,8.537203251,0
MSCI USA IMI Consumer Discretionary USD,MSCI USA IMI Consumer Discretionary USD,292.0743695,289.5219124,856535350.1,10157443.94,0,0,7.010721347,0
MSCI USA IMI Consumer Staples USD,MSCI USA IMI Consumer Staples USD,254.6948464,108.8605578,689295556.9,6684399.981,0,0,6.50317744,0
MSCI USA IMI Energy USD,MSCI USA IMI Energy USD,567.7203295,111.7729084,434934406.7,9374093.515,0,0,11.44251052,0
MSCI USA IMI Financials USD,MSCI USA IMI Financials USD,235.5969288,415.8844622,791740610.6,7224043.874,0,0,8.427672175,0
MSCI USA IMI Health Care USD,MSCI USA IMI Health Care USD,170.5105305,399.2629482,1918261482,12392173.79,0,0,8.28381844,0
MSCI USA IMI Industrials USD,MSCI USA IMI Industrials USD,275.6460946,352.0358566,391319029.5,4211449.116,0,0,8.650853491,0
MSCI USA IMI Information Technology USD,MSCI USA IMI Information Technology USD,271.0210854,344.9760956,3992331406,40369177.51,0,0,5.021481297,0
MSCI USA IMI Materials USD,MSCI USA IMI Materials USD,303.37334,132.4262948,176358107.3,2082511.538,0,0,9.537334284,0
MSCI USA IMI Telecommu Serv 25/50 USD,MSCI USA IMI Telecommu Serv 25/50 USD,243.1210475,118.187251,525506215.8,4895021.257,0,0,9.699826082,0
MSCI USA IMI Utilities USD,MSCI USA IMI Utilities USD,268.3412541,81.55776892,917311668.3,9746694.319,0,0,6.903854289,0
MSCI USA Index,MSCI USA Index,589.1042734,626.8695652,8020060.212,160720.6166,0,0,30.44608281,0
MSCI USA Mid Cap Diversified Multiple-Factor Index,MSCI USA Mid Cap Diversified Multiple-Factor Index,191.445997,90.29644269,2659624.162,30516.59899,0,1,17.44396178,0
MSCI USA Minimum Volatility (USD) NR USD,MSCI USA Minimum Volatility (USD) NR USD,221.8926706,204.0316206,34463278673,301241226.6,0,0,3.860985153,0
MSCI USA Momentum GR USD,MSCI USA Momentum GR USD,328.2594124,129.3952569,10596945848,135051987.2,0,0,4.629243915,0
MSCI USA NR USD,MSCI USA NR USD,147.1362419,630.3399209,250482785.5,1861883.222,0,0,14.84586833,0
MSCI USA Quality GR USD,MSCI USA Quality GR USD,198.4391834,128.8774704,18428524379,143195604,0,0,4.329064399,0
MSCI USA Quality Mix A-Series Index,MSCI USA Quality Mix A-Series Index,246.4009677,609.5418327,744505572.1,7102334.153,0,1,7.857058002,0
MSCI USA Risk Weighted GR USD,MSCI USA Risk Weighted GR USD,402.0624743,631.3596838,856319176.2,15444435.41,0,0,7.916805936,0
MSCI USA Select Value Momentum Blend Index,MSCI USA Select Value Momentum Blend Index,36.16692344,207.5098814,474115291.3,703167.3159,0,0,16.18560742,0
MSCI USA Sm Cap Select Value Momentum Blend Index,MSCI USA Sm Cap Select Value Momentum Blend Index,80.51311431,498.0513834,240005513,756342.1159,0,0,21.39985653,0
MSCI USA Small Cap Diversified Multi-Factor Index,MSCI USA Small Cap Diversified Multi-Factor Index,228.107438,512.9011858,455188857.6,3546613.89,0,0,14.94638004,0
MSCI USA Small Cap Extended ESG Focus Index,MSCI USA Small Cap Extended ESG Focus Index,302.3747222,981.3478261,271920080,2574948.156,0,1,14.78236823,0
MSCI USA Small Cap Index,MSCI USA Small Cap Index,199.3240955,1738.679842,3745615.63,39980.6512,0,0,29.7205331,0
MSCI USA Small Cap Minimum Volatility (USD) Index,MSCI USA Small Cap Minimum Volatility (USD) Index,272.1378953,374.0434783,697674554.8,7598617.869,0,0,15.0724942,0
MSCI USA Value Weighted GR USD,MSCI USA Value Weighted GR USD,329.5288083,153.7865613,5777102371,73737978.86,0,0,5.38194708,0
MSCI United Kingdom 100% Hedged to USD Index,MSCI United Kingdom 100% Hedged to USD Index,243.9977359,9.790513834,24399762.22,238169.2191,0,0,39.63320368,0
MSCI World NR USD,MSCI World NR USD,370.8421049,1245.84585,936096003.9,13287064,0,0,9.558300706,0
MSCI World Quality Mix Index,MSCI World Quality Mix Index,147.1244829,1177.195219,33537577.12,235090.3103,0,1,41.02831918,0
MSCI World ex USA Diversified Multi-Factor Index,MSCI World ex USA Diversified Multi-Factor Index,181.4770463,212.4505929,910611848.8,6514354.049,0,0,16.3127678,0
MSCI World ex USA Enhanced Value Index,MSCI World ex USA Enhanced Value Index,186.2980774,356.2490119,444522742.9,3145489.848,0,0,25.31145006,0
MSCI World ex USA Investable Market Index,MSCI World ex USA Investable Market Index,142.6037417,2157.15415,2832590560,13525513.91,0,1,10.49464794,0
MSCI World ex USA Momentum Index,MSCI World ex USA Momentum Index,268.0018413,317.3359684,401824717.4,3951518.868,0,0,17.21331082,0
MSCI World ex USA Risk Weighted Index,MSCI World ex USA Risk Weighted Index,126.4925917,987.1581028,18481925.15,112870.9495,0,0,46.65007793,0
MSCI World ex USA Sector Neutral Quality Index,MSCI World ex USA Sector Neutral Quality Index,252.3973694,325.9090909,1644630960,15929064.09,0,0,11.41674392,0
MSCI World ex USA Select Value Momentum Blend Index,MSCI World ex USA Select Value Momentum Blend Index,49.06761877,312.8221344,336192809.7,649710.2285,0,0,19.65409899,0
MSCI World ex USA Small Cap Diversified MultiFactor Index,MSCI World ex USA Small Cap Diversified MultiFactor Index,171.7336644,715.9644269,121924025.4,803443.694,0,0,33.9225909,0
MV Brazil Small Cap NR USD,MV Brazil Small Cap NR USD,141.3902912,78.79282869,55898722.23,350143.06,0,0,58.56905444,1
MV Egypt NR USD,MV Egypt NR USD,172.1254213,29.44621514,22907906.17,173414.3065,0,0,191.4015283,1
MV GDP Africa NR USD,MV GDP Africa NR USD,139.1139863,85.03187251,42306951.76,238478.4104,0,0,42.09726742,1
MV Global Coal NR USD,MV Global Coal NR USD,432.7348526,28.53974895,26214850.7,475473.9088,0,0,35.86642245,1
MV Global Gaming NR USD,MV Global Gaming NR USD,651.7641338,46.60956175,42525633.9,977383.5855,0,0,52.35650116,1
MV Global Junior Gold Miners NR USD,MV Global Junior Gold Miners NR USD,2899.280304,84.98007968,5414023193,579884877.9,0,0,2.918451791,1
MV Global Unconventional Oil&Gas NR USD,MV Global Unconventional Oil&Gas NR USD,344.0543414,37.06772908,10099004.23,141477.0822,0,0,113.0277985,1
MV India Small Cap NR USD,MV India Small Cap NR USD,259.6907486,1.487804878,100333265.5,976403.3661,0,0,76.57559186,1
MV Indonesia NR USD,MV Indonesia NR USD,492.4656771,40.94820717,33244387.03,749521.3505,0,0,36.35401281,1
MV Russia Small Cap NR USD,MV Russia Small Cap NR USD,85.8033698,27.07968127,30409066.71,104948.3661,0,0,127.4844796,1
MV US Business Dvlpmnt Companies GR USD,MV US Business Dvlpmnt Companies GR USD,259.4366716,26.73306773,215099561.7,2154489.695,0,0,35.9319727,1
MV US Listed Biotech 25 NR USD,MV US Listed Biotech 25 NR USD,223.7762249,25.187251,438020255.8,3859908.568,0,0,13.05597056,1
MV US Listed Oil Services 25 NR USD,MV US Listed Oil Services 25 NR USD,4071.099174,25.2310757,507716490.8,79445525.51,0,0,10.8805684,1
MV US Listed Pharmaceutical 25 NR USD,MV US Listed Pharmaceutical 25 NR USD,406.9543044,25.86055777,221447263.2,3764914.845,0,0,11.04269169,1
MV US Listed Retail 25 NR USD,MV US Listed Retail 25 NR USD,495.1002895,25.99203187,133683250.2,2289982.559,0,0,10.44868629,1
MV US Listed Semiconductor 25 NR USD,MV US Listed Semiconductor 25 NR USD,6743.747799,25.88446215,2435457307,572958425.9,0,0,5.577797262,1
MV Vietnam NR USD,MV Vietnam NR USD,256.7832264,29.73306773,370035079.5,3723242.637,0,0,41.00778733,1
MVIS Global Video Gaming and eSports Index,MVIS Global Video Gaming and eSports Index,641.8340475,29.40239044,336692742.6,7437582.638,0,0,22.62882559,1
MVIS North America Energy Infrastructure Index,MVIS North America Energy Infrastructure Index,277.1690991,30.46575342,24655863.47,264997.5988,0,0,84.33050608,1
Market Vectors Gbl Agribusiness USD,Market Vectors Gbl Agribusiness USD,150.1094504,56.46215139,608454161.4,3714149.428,0,0,16.59744688,1
Market Vectors Global Oil Refiners Index,Market Vectors Global Oil Refiners Index,404.1186042,27.30278884,17941439.73,325614.8773,0,0,54.28456331,1
Market Vectors Global Uranium and Nuclear Energy USD,Market Vectors Global Uranium and Nuclear Energy USD,74.26620665,26.77290837,19044554.33,56653.91483,0,0,39.44134721,1
MarketGrader China All-Cap Growth Leaders Index,MarketGrader China All-Cap Growth Leaders Index,117.6510496,204.5928144,39406457.91,207696.3492,0,0,24.29546024,1
MarketGrader India All-Cap Growth Leaders Index,MarketGrader India All-Cap Growth Leaders Index,144.1967096,2,69433713.09,463062.1769,0,0,79.26373556,1
Materials Select Sector SPDR,US Materials Sector,1527.045695,73.15514286,2866035679,221661572.3,1,1,4.958312808,1
Military Times Best for Vets Index,Military Times Best for Vets Index,66.0887652,51.15019763,2053575.697,6218.671911,0,0,46.76448855,1
Morningstar Dev Mkt ex-US Ft Tilt GR USD,Morningstar Dev Mkt ex-US Ft Tilt GR USD,108.5238651,3189.407115,639060501.5,2874472.156,0,0,23.04144785,1
Morningstar Developed Markets ex-North America Target Market Exposure Index,Morningstar Developed Markets ex-North America Target Market Exposure Index,369.8178305,1151.157205,1140866187,9559025.517,0,0,16.30745684,1
Morningstar Developed Markets ex-US Factor Tilt Hedged Index,Morningstar Developed Markets ex-US Factor Tilt Hedged Index,168.3386338,5.075098814,6589894.284,44351.74871,0,0,57.79653881,1
Morningstar Dividend Leaders TR USD,Morningstar Dividend Leaders TR USD,166.0005981,99.13833992,1398558723,9135820.815,0,0,6.44559113,1
Morningstar Dividend Yield Focus TR,Morningstar Dividend Yield Focus TR,190.6659329,78.70355731,5993656014,45959548.06,0,0,4.884567412,1
Morningstar Emerging Markets Factor Tilt Hedged Index,Morningstar Emerging Markets Factor Tilt Hedged Index,108.1481932,5.015810277,3538792.444,17706.05438,0,0,63.49313941,1
Morningstar Emg Mkts Factor Tilt NR USD,Morningstar Emg Mkts Factor Tilt NR USD,116.5247429,2323.173913,262001553,1255402.655,0,0,30.58156812,1
Morningstar Exponential Technologies Index,Morningstar Exponential Technologies Index,115.4029868,223.3596838,2554737702,11857417.44,0,0,13.46634711,1
Morningstar Gbl Upstream Ntl Res TR USD,Morningstar Gbl Upstream Ntl Res TR USD,178.5111332,189.5849802,3565237010,24737172.58,0,0,10.80892381,1
Morningstar Global ex-US Dividend Growth Index,Morningstar Global ex-US Dividend Growth Index,191.718879,445.3162055,93916579.57,760884.5756,0,0,47.57432023,1
Morningstar Global ex-US Moat Focus Index,Morningstar Global ex-US Moat Focus Index,135.7310298,79.00796813,57456020.64,338284.5805,0,0,39.37751473,1
Morningstar Minority Empowerment Index,Morningstar Minority Empowerment Index,330.7171984,177.9230769,7599538.715,100680.6585,0,0,106.0336603,1
